doc_id,title,content,keyword_relevant,cluster_id,cluster_label
69,Doc 70: An Iraqi defector who has applied for residency,"An Iraqi defector who has applied for residency in Australia claims he has information about top secret chemical and biological weapons plants in Iraq. The man who calls himself Abu Mohammad told ABC Radio he worked for almost a decade as a chemical engineer on Saddam Hussein's military plants, before escaping to the west. He says he can provide documents on the manufacture of weapons and pinpoint the exact locations of secret sites. ""New factories are built in place of old factories that [were] bombed and in another place and there's substituted places to any factory,"" he said. The former chief weapons inspector for the United Nations in Iraq, Richard Butler, told ABC Radio he believes the claims could be true. ""I've read a lot of such reports from defectors, from people who've left Iraq, I can't tell you how many,"" he said. ""You get a feel about them and as I read what he said, I thought my goodness this has a real ring of authenticity about it. ""Just the detail, the names of places, the sorts of stuff he was discussing, I thought this is true,"" Mr Butler said.",False,1,"said, pakistan, palestinian, says"
70,Doc 71: The Queensland Premier says he accepts full responsibility,"The Queensland Premier says he accepts full responsibility for a mentally ill killer being able to flee overseas. Claude John Gabriel stabbed to death a Gold Coast teenager in 1998 and was receiving treatment for a mental illness. However, he absconded from a Queensland mental health facility earlier this year and went to live in Melbourne. He is now thought to be in Rome. Premier Peter Beattie says the Queensland Government is seeking legal advice about whether it can force Gabriel to return. ""Why he had a passport is beyond me I have to tell you and I'm pretty cranky about that, that he had a passport and left the country,"" he said. ""I'm very unhappy about how this whole matter has been handled and I've made that very clear.""",False,2,"sydney, yacht, line, race"
71,"Doc 72: In the United States, Australian actress Nicole Kidman","In the United States, Australian actress Nicole Kidman has been nominated for two Golden Globe best actor awards for her roles in the Australian-made musical ""Moulin Rouge"", and in her new thriller ""The Others"". ""Moulin Rouge"" also is one of two pictures leading the Golden Globe nominations, with six possible awards. It is vying for best musical or comedy picture of 2002, best actress in a comedy or musical, best actor in the same category for Ewen McGregor, best director for Baz Luhrmann, best original score and best original song. The other film to pick up six nominations is the Ron Howard directed ""A Beautiful Mind"" starring Oscar winner Russell Crowe. Crowe was nominated as best actor in a drama for his portrayal of a troubled math genius in the film.",False,0,"man, flight, reid, says"
72,Doc 73: Australian cricket selectors have made just one change,"Australian cricket selectors have made just one change to the squad that beat South Africa in the opening Test for the second Test beginning in Melbourne on Boxing Day. As predicted, Queensland pace bowler Andy Bichel replaces spin bowler Stuart MacGill, who was 12th man for the Adelaide Test. MacGill took five wickets for New South Wales on day one of the tour match against South Africa at the SCG yesterday, but it was not enough to sway selectors.",False,3,"test, bichel, africa, south"
73,Doc 74: The Prime Minister has thrown his full support,"The Prime Minister has thrown his full support behind the Governor-General, Dr Peter Hollingworth. Child rights campaigners have accused Dr Hollingworth of trying to cover-up child abuse allegations at a Toowoomba Anglican school when he was Archbishop of Brisbane. In a statement released earlier this week, the Governor-General said the allegations were unfounded, but there are continuing calls for Dr Hollingworth to resign. But Mr Howard says he has confidence in the Governor-General. ""I don't have any direct knowledge of this [matter but] I've talked to him about it and I've tried to form a judgment,"" Mr Howard said. ""The criticism made is that he's involved in a cover-up, well there's no evidence of that, that's ridiculous.""",False,0,"man, flight, reid, says"
74,Doc 75: The United Nations Security Council has authorised a,"The United Nations Security Council has authorised a multinational force to help keep the peace in the Afghan capital of Kabul, with Britain leading the troops and the United States prepared to rescue them in an emergency. The 15-member council voted unanimously just two days before a vanguard of some 250 British soldiers who will be deployed tomorrow. Afghanistan's new interim government, with Hamid Karzai as Prime Minister, is to be sworn in on the same day. The initial mandate for the new force, called the International Security Assistance Force (ISAF), is for six months, subject to renewal and is under Chapter VII of the UN Charter, which allows the use of force. The contingents are to help guard government buildings to ensure the new Afghan interim government has a chance to end 22 years of warfare. But the resolution does not give any troop numbers, which Britain estimates could eventually reach 5,000 with NATO members France, Turkey, Italy, Canada, Spain and possibly Germany among the early arrivals. The US military will be in overall charge in case of a conflict and would help rescue the new troops in an emergency. The new force was established in principle for Kabul and its environs as part of a UN-brokered landmark accord, signed on December 5 in Bonn, Germany, among anti-Taliban Afghan groups. The agreement set up an interim government, to be followed by a transitional government and elections called for in two years. Foreign Minister Alexander Downer says despite an offer of troops, it seems likely Australian forces will not be needed for peacekeeping duties in Afghanistan.",False,1,"said, pakistan, palestinian, says"
75,Doc 76: US President George W Bush has marked the,"US President George W Bush has marked the 100th day of the campaign against terrorism by calling on his allies to freeze the assets of two non-US organisations suspected of supporting terrorism. One of the groups is based in Kashmir, the other is alleged to have helped Al Qaeda develop nuclear weapons. President Bush says a former scientist at Pakistan's atomic program had established a group called UTN, after assisting Osama bin Laden's network develop a nuclear bomb. ""UTN claims to serve the hungry and needy of Afghanistan, but it was the UTN that provided information about nuclear weapons to Al Qaeda,"" he said. He also linked a Kashmiri group to the attack on the Indian Parliament last week. ""LAT is an extremist group based in Kashmir and is a stateless sponsor of terrorism,"" he said. Mr Bush says the international financial crackdown has frozen $130 million in terrorist assets.",True,1,"said, pakistan, palestinian, says"
76,Doc 77: The death toll in Argentina's food riots has,"The death toll in Argentina's food riots has risen to 20. Local media reports say four more people died this morning in clashes between police and protesters near the presidential palace in the capital, Buenos Aires. President Fernando de la Rua has called on the opposition to take part in a government of national unity and apparently will resign if it does not. Looting and rioting has generally given way to more peaceful demonstrations against the faltering government blamed for a 43-month recession. Heavily armed police using powers under a 30-day state of siege decree are attempting to prevent large public gatherings, but union leaders say workers and the unemployed will not stop until the government is removed and living standards restored. With Argentina's discredited economy minister now gone, the Government hopes to approve a new budget acceptable to the International Monetary Fund (IMF) to avoid default on the $150 billion foreign debt. The presidents of neighbouring Brazil and Chile say they fear the social unrest could infect their own nations unless Argentina and its leaders can resolve the crisis quickly.",False,4,"south, new, australia, wales"
77,Doc 78: The Woomera Detention Centre in outback South Australia,"The Woomera Detention Centre in outback South Australia has experienced its first quiet night this week since Sunday. It seems the Government's decision to put a freeze on the processing of visa applications is working. From outside the centre, it appeared there were no major incidents at the facility all day yesterday and no unrest overnight. At about 1:00am (ACDT) this morning a minibus load of security officers left the centre and extra police resources brought into the town in recent days were stood down. The Immigration Department claims the damage bill from the arson attacks and vandalism at the centre over the past month has reached $2 million. A spokeswoman has rejected claims that 950 detainees at the Woomera centre are to be relocated to Port Augusta's El Alamein centre next month saying there is room for another 1,000 people at Woomera.",False,4,"south, new, australia, wales"
78,Doc 79: The private business sector has to comply with,"The private business sector has to comply with national privacy laws from today which force them to implement new codes for the handling of personal information. The Government and the credit sectors are already obliged to protect private data, but this is the first time the same rules have been applied to the private sector. The new laws are about consent, knowledge about data use, accuracy and security. In health, data must only be used for the purpose it is taken, for example treatment. The Federal Privacy Commissioner, Malcolm Crompton, says hospitals and doctors collecting health information now have to ask for consent. ""They're not in a position any more of being able to give that information out in an identifiable form to research organisations or to pharmaceutical companies and probably most important of all, we now have a right of access to that information, we can now go in and ask for our medical record and we have the right to see it,"" he said. The laws also apply to companies running competitions who collect names and details, as they will have to state whether the data is intended for marketing. Mr Crompton says a large culture change is happening, but it is backed by his enforcement powers. ""Often we're able to broker a solution without having to use the powers very strongly, but I think both consumers and organisations should rest assured that we will use the powers under the act if we need to do so. ""But there's very clear evidence that in the vast majority of circumstances we wont have to,"" he said.",False,1,"said, pakistan, palestinian, says"
79,"Doc 80: Dozens of people were injured, some seriously, and","Dozens of people were injured, some seriously, and others were trapped after a roof collapsed at a South African shopping centre, burying some children on a skating rink, witnesses and police said. Initial reports spoke of up to 50 people trapped at the Kolonnade shopping centre, in the north of the capital, but Pretoria emergency spokesman Johan Pieterse later said police had rescued four people from the rubble and could not immediately locate any more. ""Police and police dogs are still inside but can't find anyone else just now,"" he added. By 6:00pm local time (3:00am AEDT), two hours after the collapse, 21 injured people, mostly adults, had been taken to hospitals around the city by ambulance or helicopter, Mr Pieterse said. ""Most of those injured were those standing at the glass wall watching people ice skate,"" he added. Some of the injured included children skating on the ice rink, who were partially buried in rubble when the roof gave way, witnesses said. Some 100 square metres of roofing were believed to have collapsed. A new floor had recently been added to the shopping mall, above the rink, and ""the roof had leaked, but according to us everything was fine,"" ice rink manager Brian Bellis told the AFP news agency. There was ""a lot of dust and smoke and then people were just running and screaming, running away from where it happened,"" the South African Broadcasting Corporation radio quoted one witness as saying. Several people, including young children, were brought out on stretchers while others were helicoptered to hospital. About 100 police and soldiers cordoned off the area. One bystander, Marius duPlessis, said he was searching for his 20-year-old son who had been working at the centre. ""His car is there, but he is nowhere to be found. He is not on the casualty list, so I'm just praying that he's not inside,"" he said.",False,1,"said, pakistan, palestinian, says"
